0.95,0.95,0.76,0.95,0.76,0.57,0.57,0.38,0.38,0.38,0.57,0.76,0.76,0.95,0.95,0.95,0.76,0.76,0.95,0.95,0.95,0.95,0.76,0.76,0.76
1.52,1.14,0.95,0.76,0.76,0.76,0.76,0.76,0.95,0.95,1.14,1.14,1.14,1.14,1.14,1.14,1.14,1.14,1.14,1.14,1.14,1.14,1.33,1.52,1.71
2.09,1.9,1.9,1.9,1.9,1.9,1.9,1.9,1.9,1.9,1.9,1.9,1.9,1.9,1.71,1.52,1.52,1.52,1.52,1.52,1.52,1.33,1.33,1.14,1.14
1.71,1.71,1.71,1.9,1.71,1.71,1.71,1.71,1.71,1.71,1.71,1.71,1.71,1.71,1.71,1.33,1.33,1.33,1.33,1.33,1.33,1.52,1.33,1.33,1.33
1.33,1.33,1.33,1.33,1.52,1.71,1.9,2.09,2.09,2.09,1.9,2.09,2.09,2.09,2.09,2.09,2.09,2.09,2.09,2.09,2.09,2.09,2.09,2.09,1.9
1.33,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.9,2.09,2.28,2.28,2.28,2.28,2.28,2.47,2.66,2.66,2.66,2.66,2.66,2.66,2.85,2.85,2.85
2.28,2.28,2.28,2.47,2.47,2.47,2.47,2.47,2.28,2.28,2.28,2.47,2.47,2.28,2.28,2.47,2.66,2.47,2.28,2.28,2.47,2.47,2.47,2.47,2.47
2.28,2.28,2.28,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.85,3.04,2.85,3.04,3.04,3.04,3.04,3.23,3.42,3.42,3.23,3.23,3.42,3.42,3.42,3.23,3.23
2.28,2.09,2.09,1.9,1.9,1.71,1.9,1.9,1.71,1.52,1.52,1.52,1.71,1.71,1.52,1.33,1.33,1.14,1.14,0.95,0.76,0.57,0.57,0.76,0.95
2.47,2.85,2.85,3.04,2.85,2.66,2.47,2.28,2.47,2.66,2.66,2.47,2.28,2.09,1.9,1.71,1.52,1.33,1.14,0.95,0.76,0.57,0.57,0.57,0.57
1.33,1.33,1.52,1.71,1.9,2.09,2.28,2.47,2.66,2.85,3.04,3.23,3.42,3.61,3.61,3.61,3.42,3.23,3.04,2.85,2.66,2.85,3.04,3.04,3.23
1.33,1.14,0.95,0.95,1.52,1.71,1.9,2.09,2.28,2.47,2.66,2.85,3.04,3.23,3.42,3.61,3.42,3.23,2.66,2.47,2.28,2.28,1.9,1.71,1.52
1.33,1.14,0.95,0.76,0.76,0.76,0.76,0.76,0.95,1.14,1.14,1.52,1.71,1.9,2.09,2.28,2.47,2.66,2.85,3.04,3.23,3.42,3.61,3.8,3.8
2.09,2.09,1.9,1.71,1.52,1.33,1.14,0.95,0.57,0.57,0.57,0.76,0.95,1.14,1.33,1.52,1.52,1.33,1.14,0.95,0.76,0.57,0.57,0.76,0.95
2.85,3.04,3.23,3.23,3.04,2.85,2.66,2.47,2.66,2.47,2.28,2.28,2.09,2.09,1.9,1.9,1.71,1.71,1.71,1.52,1.33,1.14,0.95,0.76,0.57
3.42,3.61,3.8,3.23,3.04,2.85,2.66,2.47,2.28,2.09,1.9,1.33,1.33,1.14,1.14,0.95,0.76,0.57,0.57,0.57,0.76,0.76,0.95,0.95,1.14,1.33,1.33,1.14
6,21
8,23
13
14
15
14
11
10,23
2.28,1.14,0.95,0.76
1.9,3.42,1.33,0.57
1.71,3.23,3.23,0.95
2.09,2.09
0.57,1.71
2.28,2.28
0.76,2.28
2.66,2.09
0.38,1.52
0.76,0.95
0.76,0.76
0.76,0.57
0.95,0.57
1.14,0.57
1.33,0.57
1.52,0.57
1.71,0.57
1.9,0.57
2.09,0.57
2.28,0.57
2.47,0.57
2.66,0.57
2.85,0.57
3.04,0.57
3.23,0.57
3.42,0.57
3.42,0.76
3.42,0.95
3.42,1.14
3.42,1.33
3.23,1.33
2.66,1.9
2.66,2.09
2.66,2.28
2.66,2.47
2.66,2.66
2.66,2.85
2.66,3.04
2.66,3.23
2.28,3.8
2.09,3.8
1.9,3.8
1.52,3.61
1.33,3.61
1.14,3.23
0.76,3.04
0.76,2.85
0.76,2.66
0.76,2.47
0.38,1.9
0.38,1.71
0.38,1.52
