2.25,2.25,2.25,2.25,2.25,2.25,2.25,2.25,2.4,2.4,2.4,2.4,2.4,2.4,2.4,2.4,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.4,2.1,1.95,1.95,1.95,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.95,1.95,1.95,1.95,1.95,2.1,2.1,2.1,2.1,2.1,2.25,2.4,2.4,2.4,2.55,2.55,2.55,2.7,2.7,2.7,2.7,2.55,2.55,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7
2.55,2.4,2.4,2.4,2.25,2.25,2.25,2.25,2.25,2.25,2.4,2.25,2.1,2.1,2.1,2.1,2.1,2.1,2.1,2.1,2.1,2.1,1.95,1.95,1.95,1.95,1.95,1.95,1.95,1.95,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.35,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.05,0.9,1.05,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.05,1.05,1.05,1.05,1.05,1.05,1.05,1.05,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.75
0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.6,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.9,1.35,1.35,1.35,1.35,1.35,1.35,1.35,1.35,1.35,1.35,1.35,1.35,1.35,1.35,1.35,1.05,1.05,1.05,1.05,1.05,0.9,0.9,0.9,0.9,0.9,0.9,0.9,1.05
0.6,0.75,0.9,1.05,1.2,1.35,1.5,1.65,1.65,1.5,1.35,1.2,1.05,0.9,0.75,0.6,0.6,0.75,0.9,1.05,1.2,1.35,1.5,1.65,2.25,2.4,2.4,2.55,2.55,2.4,2.25,2.25,2.4,2.55,2.7,2.85,3.0,3.15,3.3,3.3,3.15,3.0,2.85,2.7,2.7,2.85,3.0,3.15,3.3,3.3,3.3,3.15,3.0,3.0,3.15,3.3,3.3,3.15,3.0,2.85,2.85,2.7,2.7,2.55,2.4,2.25,1.65,1.5,1.35,1.2,1.05,0.9,0.75,0.6
2.55,2.55,2.7,2.85,3.15,3.0,2.85,2.7,2.55,2.4,2.25,2.25,2.4,2.25,1.65,1.5,1.35,1.2,1.05,0.9,0.75,0.6,0.6,0.75,0.9,1.05,1.2,1.35,1.5,1.65,1.65,1.5,1.35,1.2,1.05,0.9,0.75,0.6,0.6,0.6,0.75,0.9,1.05,1.2,1.35,1.5,1.5,1.65,1.65,1.65,2.25,2.4,2.55,2.7,2.85,3.0,3.15,3.3,3.3,3.15,3.0,2.85,2.7,2.55,2.4,2.25,2.25,2.4,2.55,2.7,2.85,3.0,3.15,3.3
0.6,0.75,0.9,1.05,1.2,1.35,1.5,1.5,1.35,1.2,1.05,0.9,0.75,0.6,0.6,0.75,0.9,1.05,1.2,1.35,1.5,1.65,1.65,1.65,2.25,2.4,2.55,2.7,2.85,3.0,3.15,3.3,3.3,3.15,3.0,2.85,2.7,2.55,2.4,2.25,2.25,2.4,2.55,2.7,2.85,3.0,3.15,3.3,3.3,3.15,3.0,2.85,2.7,2.55,2.4,2.25,1.65,1.5,1.35,1.2,1.05,0.9,0.75,0.75,0.9,1.05,1.2,1.35,1.5,1.35,1.2,1.05,0.9,0.75,0.6,0.6
30,59
28,56
28,57
1.95,2.4
2.7,3.0
1.95,1.35
1.2,3.0
0.45,2.7
1.35,1.65
0.45,0.6
0.6,0.6
0.75,0.6
0.9,0.6
1.05,0.6
1.2,0.6
1.35,0.6
1.8,0.6
1.95,0.6
2.1,0.6
2.25,0.6
2.4,0.6
2.55,0.6
2.7,0.6
2.7,0.75
2.7,0.9
2.7,1.05
2.7,1.2
2.7,1.35
2.7,1.5
2.7,1.65
2.7,2.25
2.7,2.4
2.7,2.55
2.7,2.7
2.7,2.85
2.7,3.0
2.7,3.15
2.7,3.3
2.55,3.3
2.4,3.3
2.25,3.3
2.1,3.3
1.95,3.3
1.8,3.3
1.35,3.3
1.2,3.3
1.05,3.3
0.9,3.3
0.75,3.3
0.6,3.3
0.45,3.3
0.45,3.15
0.45,3.0
0.45,2.85
0.45,2.7
0.45,2.55
0.45,2.4
0.45,2.25
0.45,1.65
0.45,1.5
0.45,1.35
0.45,1.2
0.45,1.05
0.45,0.9
0.45,0.75
0.45,0.6
